Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Karin,Fredriksson,Ängsgatan 98,Lidingö,79605,Sverige,SE,19460516-0174,+46,08-535 48 83,1946-05-16,True
Kristina,Isaksson,Stationsgatan 164,Borås,76471,Sverige,SE,19570620-8312,+46,021-88 88 84,1957-06-20,True
Marie,Andersson,Aspgatan 4,Karlskrona,22218,Sverige,SE,19700113-1357,+46,0447-309 08,1970-01-13,True
Kjell,Nyberg,Stationsgränd 601,Stockholm,10760,Sverige,SE,19941218-6186,+46,0380-190 32,1994-12-18,True
Tuulikki,Saarinen,Disanpolku 36,Kajaani,30786,Finland,FI,19801227-042B,+358,0869759811,1980-12-27,True
Kjetil,Jensen,Gundersenløkka 808,Mariannesund,0145,Norge,NO,19830702-0259,+47,93815985,1983-07-02,True
Martin,Karlsson,Parkgatan 2,Piteå,59818,Sverige,SE,19660728-4007,+46,0047-67 84 23,1966-07-28,True
Anette,Pettersen,Sandvikfaret 9A,Kimmark,5261,Norge,NO,19870728-0628,+47,03 76 00 57,1987-07-28,True
James,Hernandez,Justin Heights 690,Zacharyside,33813,Danmark,DK,19740205-9171,+45,+1-867-607-9446x4933,1974-02-05,True
Karin,Johansson,Kvarngränd 66,Landskrona,47890,Sverige,SE,19440414-9662,+46,+46 (0)452 455 23,1944-04-14,True
Christian,Bøe,Tveittunet 79A,Christensen,0440,Norge,NO,19730719-5593,+47,+47 37 60 90 63,1973-07-19,True
Stefan,Carlsson,Skolvägen 67,Karlskoga,72280,Sverige,SE,19580316-5263,+46,058-33 44 39,1958-03-16,True
Ragnhild,Hauge,Amundsenjordet 4,Johanneshavn,6193,Norge,NO,19921004-8506,+47,+4728428710,1992-10-04,True
Thea,Ruud,Nygårdtunet 5H,Mariusborg,9861,Norge,NO,19640110-0598,+47,45090858,1964-01-10,True
Martin,Eliasson,Trädgårdsvägen 838,Örebro,27201,Sverige,SE,19910406-6709,+46,+46 (0)8 311 021 95,1991-04-06,True
Mari,Martinsen,Iversenlia 3,Kristoffersen,9924,Norge,NO,19600429-5437,+47,413 36 406,1960-04-29,True
Karl,Pettersson,Skogstorget 35,Borås,55095,Sverige,SE,19890317-9565,+46,+46 (0)8 302 111 01,1989-03-17,True
Kaarina,Laurila,Saanatunturinkatu 9,Pyhtää,07227,Finland,FI,19510313-1641,+358,+358 79 0448922,1951-03-13,True
Jan,Holmberg,Idrottsgatan 312,Örebro,86019,Sverige,SE,19400408-1606,+46,+46 (0)167 023 22,1940-04-08,True
Marjatta,Kurki,Puroniitynkuja 189,Turku,82180,Finland,FI,19991027-852H,+358,084 303 3076,1999-10-27,True
Reidun,Strand,Nygårdgjerdet 53,Thomassen,7884,Norge,NO,19790928-3963,+47,51 58 12 87,1979-09-28,True
Henry,Foster,Clark Ways 5087,North Gina,54511,Norge,DK,19480412-6073,+45,+1-506-866-2675x685,1948-04-12,True
Jorma,Karjalainen,Castréninkatu 64,Äänekoski,50545,Finland,FI,19561218-7739,+358,+358 279871780,1956-12-18,True
Cecilia,Persson,Trädgårdsgatan 76,Borlänge,84121,Sverige,SE,19590201-5900,+46,08-45 64 56,1959-02-01,True
Stine,Iversen,Abrahamsenvollen 469,Olsen,8344,Norge,NO,19550302-8034,+47,96334929,1955-03-02,True
Stig,Sivertsen,Brekkestranda 09,Håkonborg,3788,Norge,NO,19500130-3447,+47,90087143,1950-01-30,True
Maria,Andersson,Parkgatan 738,Alingsås,19671,Sverige,SE,19890109-4540,+46,+46 (0)8 383 917 52,1989-01-09,True
Johannes,Halvorsen,Knudsenlunden 60,Johnsen,7379,Norge,NO,19760529-9587,+47,61 89 97 08,1976-05-29,True
Karin,Hedlund,Åkertorget 7,Mölndal,47395,Sverige,SE,19561103-4759,+46,0716-77 60 20,1956-11-03,True
Herbert,Lindahl,Parkgatan 6,Uddevalla,89075,Sverige,SE,19850106-2332,+46,+46 (0)8 860 088 39,1985-01-06,True
Lena,Johansson,Backstigen 446,Karlskoga,40220,Sverige,SE,19620710-6829,+46,0304-688 68,1962-07-10,True
David,Baker,Mcgee Gardens 151,Aprilborough,57661,Danmark,DK,19471226-4988,+45,410.831.3074x457,1947-12-26,True
Olle,Petersson,Grangatan 7,Nyköping,48324,Sverige,SE,19540402-5307,+46,0315-70 80 81,1954-04-02,True
Nils,Pettersson,Trädgårdsvägen 810,Lund,39505,Sverige,SE,19421224-3845,+46,053-473 80 67,1942-12-24,True
Bo,Persson,Villagatan 14,Kalmar,69059,Sverige,SE,19471115-6273,+46,+46 (0)213 317 22,1947-11-15,True
Axel,Lilja,Storstigen 80,Landskrona,75081,Sverige,SE,19620502-8923,+46,+46 (0)540 470 49,1962-05-02,True
Vilhelm,Hallberg,Skolvägen 128,Malmö,42838,Sverige,SE,19640112-4124,+46,08-849 667 17,1964-01-12,True
Kevin,Fisher,Thomas Street 3325,Lambburgh,72213,Danmark,DK,19630608-9679,+45,419-781-7900x820,1963-06-08,True
Maria,Bergman,Skolgränd 11,Lidingö,60495,Sverige,SE,19760727-2102,+46,08-482 065 55,1976-07-27,True
Linnéa,Törnqvist,Kyrkovägen 1,Uddevalla,38443,Sverige,SE,19891029-1098,+46,08-971 968 56,1989-10-29,True
Ragnar,Nilsson,Villavägen 21,Skövde,51260,Sverige,SE,19661230-2060,+46,0205-54 82 76,1966-12-30,True
Jorunn,Berge,Thorsenmarka 83F,Rasmussen,7231,Norge,NO,20000402-6574,+47,63 02 45 79,2000-04-02,True
James,Yates,Lawrence Wall 3256,Shawnshire,00601,Danmark,DK,19590408-5146,+45,001-945-406-0299x46888,1959-04-08,True
Christina,Hardy,Jennifer Ferry 0279,West Brittney,43871,Danmark,DK,19610310-6000,+45,385.849.5019x002,1961-03-10,True
Hanna,Åkesson,Skoltorget 089,Varberg,14234,Sverige,SE,19420321-8310,+46,053-40 36 51,1942-03-21,True
Caitlin,Fowler,Connie Spur 008,East Tonyaland,17701,Danmark,DK,19700828-3567,+45,+1-643-491-3599x2526,1970-08-28,True
Magnus,Molin,Ringvägen 4,Uppsala,16031,Sverige,SE,19471002-3266,+46,08-409 475 45,1947-10-02,True
William,Scott,Rodriguez Squares 1911,West Jennifer,57681,Danmark,DK,19711216-2570,+45,903-821-3952x628,1971-12-16,True
Fred,Wilson,Flores Pass 62618,Lake Alan,13181,Danmark,DK,19770125-9382,+45,693.791.4141,1977-01-25,True
Magnus,Lie,Hellandtunet 15,Frankhelle,5181,Norge,NO,19600926-0346,+47,43268286,1960-09-26,True
Anders,Strand,Ødegårdalléen 6,Ødegård,7871,Norge,NO,19790901-8759,+47,63 04 57 12,1979-09-01,True
Ulrika,Lindqvist,Strandgatan 69,Sundsvall,63037,Sverige,SE,19780303-4572,+46,+46 (0)8 175 062 42,1978-03-03,True
Tor,Myhre,Sætherhagen 4,Trineodden,9401,Norge,NO,19510403-8350,+47,36 55 87 83,1951-04-03,True
Chelsea,Shaffer,Howard Mews 245,Lewisport,07128,Danmark,DK,19711101-9929,+45,756.989.1616,1971-11-01,True
Debbie,Wilson,Dixon Centers 375,Lake Angel,10555,Danmark,DK,19860922-2178,+45,(306)784-9117x304,1986-09-22,True
Mats,Andersson,Järnvägsgränd 870,Skövde,66109,Sverige,SE,19490923-6914,+46,08-569 66 02,1949-09-23,True
Pål,Vik,Gulbrandsenbakken 48,Pedersen,6583,Norge,NO,19420114-6046,+47,916 81 659,1942-01-14,True
Randi,Kristiansen,Kristoffersengjerdet 4,Terjestrand,2192,Norge,NO,19530124-9597,+47,+4780951302,1953-01-24,True
Gertrud,Gustavsson,Idrottsgränd 40,Östersund,93427,Sverige,SE,19880419-8071,+46,+46 (0)225 265 53,1988-04-19,True
Bo,Andersson,Åkervägen 14,Helsingborg,84391,Sverige,SE,19490824-5696,+46,08-295 784 85,1949-08-24,True
Claes,Boman,Ringvägen 421,Trollhättan,73756,Sverige,SE,19681010-0998,+46,08-942 93 73,1968-10-10,True
Gert,Ericsson,Björkgatan 8,Umeå,47640,Sverige,SE,19430513-2516,+46,002-31 94 41,1943-05-13,True
Sigurd,Berntsen,Larsenhaugen 63,Jenssen,7883,Norge,NO,19400605-8575,+47,96545393,1940-06-05,True
Ilmari,Takala,Haapapolku 39,Haapavesi,30789,Finland,FI,19930404-0323,+358,+358232710963,1993-04-04,True
Gregory,Hansen,James Court 333,Mikefort,81594,Danmark,DK,19880725-3810,+45,4782485431,1988-07-25,True
Janet,Berry,Thomas Courts 939,South Rossland,61464,Danmark,DK,19610912-6300,+45,840.663.9018,1961-09-12,True
Ulla,Söderström,Stationsstigen 039,Nyköping,25796,Sverige,SE,19811130-2398,+46,+46 (0)78 97 19 82,1981-11-30,True
Ellinor,Fredriksson,Ringstigen 201,Lidingö,29982,Sverige,SE,19611117-5060,+46,+46 (0)8 364 134 82,1961-11-17,True
Laura,Garcia,Robin Summit 959,Lake Frederick,60528,Danmark,DK,19770407-4241,+45,8528410972,1977-04-07,True
Michael,Andersson,Ängsvägen 84,Luleå,38473,Sverige,SE,19480115-6577,+46,08-354 661 83,1948-01-15,True
Mette,Arnesen,Brekkekroken 169,Theaborg,4730,Norge,NO,19610822-0953,+47,46 14 64 69,1961-08-22,True
Samuel,Pitts,Nichols Overpass 307,Lake Kelli,96497,Danmark,DK,19901203-7047,+45,001-271-412-1049x56664,1990-12-03,True
Marianne,Jenssen,Solheimvollen 86B,Benteby,0131,Norge,NO,19760521-9001,+47,+4756910513,1976-05-21,True
Hanne,Danielsen,Arnesenjordet 443,Nygård,1074,Norge,NO,19840404-1068,+47,84647441,1984-04-04,True
Shawn,Harris,Kayla Turnpike 16161,North Patricia,64522,Danmark,DK,19480908-1575,+45,001-855-456-5285x865,1948-09-08,True
Kerstin,Nilsson,Ringstigen 2,Piteå,83830,Sverige,SE,19461231-3244,+46,089-95 67 37,1946-12-31,True
Anneli,Saarinen,Bysantinpolku 4,Keitele,33661,Finland,FI,19400608-008N,+358,+358484435817,1940-06-08,True
Anna,Ekberg,Skolgatan 858,Mölndal,29977,Sverige,SE,19740318-2788,+46,+46 (0)78 94 00 00,1974-03-18,True
Øystein,Solberg,Abrahamsenstien 37C,Thomassen,5823,Norge,NO,19960305-2664,+47,436 78 510,1996-03-05,True
Sigrid,Öberg,Björkvägen 88,Skellefteå,36164,Sverige,SE,19561106-9514,+46,08-83 87 50,1956-11-06,True
Oskar,Holmberg,Fabriksgatan 9,Eskilstuna,47585,Sverige,SE,19750711-9885,+46,+46 (0)76 77 17 08,1975-07-11,True
Anna,Björklund,Kyrkovägen 1,Landskrona,23374,Sverige,SE,19600327-0058,+46,062-154 14 23,1960-03-27,True
Johanna,Hansson,Industrigränd 43,Norrköping,48342,Sverige,SE,19570812-5129,+46,+46 (0)8 732 477 22,1957-08-12,True
Cecilia,Lindberg,Ängstorget 60,Falun,71441,Sverige,SE,19400522-9691,+46,+46 (0)80 33 73 05,1940-05-22,True
Sven,Olsson,Industrigatan 32,Jönköping,95137,Sverige,SE,19940903-1142,+46,+46 (0)8 663 131 96,1994-09-03,True
Kyllikki,Puhakka,Sahaajanbulevardi 9,Loppi,97437,Finland,FI,20000908-650M,+358,+358413035496,2000-09-08,True
Joel,Wallace,Felicia Squares 978,North Megan,73578,Danmark,DK,19891017-0175,+45,547.956.6291x34427,1989-10-17,True
Linda,Ekström,Stationsgränd 77,Malmö,17699,Sverige,SE,19660107-4640,+46,0458-006 59,1966-01-07,True
Gunilla,Strömberg,Industrigatan 6,Halmstad,62489,Sverige,SE,19700608-5304,+46,083-10 89 99,1970-06-08,True
Karl,Nilsson,Skogsgatan 20,Varberg,60969,Sverige,SE,20001205-4774,+46,+46 (0)02 00 29 44,2000-12-05,True
Adrian,Lund,Paulsenrøa 7,Mathisen,5130,Norge,NO,19921006-3664,+47,486 84 396,1992-10-06,True
Anita,Jenssen,Abrahamsenengen 63,Knutsund,5869,Norge,NO,19840331-0420,+47,+47 18 07 12 48,1984-03-31,True
Lena,Persson,Granvägen 9,Gävle,68331,Sverige,SE,19791023-7597,+46,0366-91 67 75,1979-10-23,True
Anne,Johannessen,Sivertsenløkka 88,Aas,6147,Norge,NO,19740603-2506,+47,471 87 037,1974-06-03,True
Margareta,Andersson,Trädgårdsgränd 4,Lund,66842,Sverige,SE,19901022-8060,+46,025-849 94 90,1990-10-22,True
Maria,Leppänen,Elonbulevardi 534,Savukoski,42278,Finland,FI,19450407-345B,+358,+358530521083,1945-04-07,True
Jessica,Montes,Brennan Keys 9980,South Teresaburgh,39371,Danmark,DK,19511120-7474,+45,2356699260,1951-11-20,True
Eemeli,Seppänen,Franzéninpolku 567,Ikaalinen,28123,Finland,FI,19810813-7761,+358,+358 786734031,1981-08-13,True
Gerd,Hansson,Grangatan 229,Linköping,37545,Sverige,SE,19890321-9114,+46,0619-07 80 75,1989-03-21,True
Brian,Reese,Kirby Field 3735,North Glenshire,86581,Danmark,DK,19931003-6029,+45,876-237-3769x81376,1993-10-03,True
Tapani,Tikkanen,Fredrikinkuja 22,Luumäki,67181,Finland,FI,19750621-7422,+358,033 604 9224,1975-06-21,True
Roar,Andresen,Iversenbakken 2C,Elisabethberg,6878,Norge,NO,19960914-2826,+47,479 68 600,1996-09-14,True
Elise,Haugland,Tveitstykket 91E,Danielsen,2332,Norge,NO,19520503-3324,+47,415 27 072,1952-05-03,True
Magne,Moen,Moenholtet 4H,Bjørgstad,0223,Norge,NO,19710913-9761,+47,96147802,1971-09-13,True
Fredrik,Börjesson,Backgatan 351,Jönköping,40260,Sverige,SE,19771016-3034,+46,+46 (0)8 454 862 00,1977-10-16,True
Andrea,Myklebust,Ruudkroken 1G,Martinefoss,1643,Danmark,NO,19810428-4920,+47,+4721649354,1981-04-28,True
Anna,Eriksson,Granvägen 3,Helsingborg,77650,Sverige,SE,20001214-3964,+46,08-812 25 32,2000-12-14,True
Marie,Oskarsson,Genvägen 597,Nyköping,54539,Sverige,SE,19840421-3514,+46,08-11 64 59,1984-04-21,True
Sigrid,Gunnarsson,Parkvägen 4,Ängelholm,17770,Sverige,SE,19980222-9128,+46,030-64 55 64,1998-02-22,True
Peter,Svensson,Ängsvägen 467,Malmö,73496,Sverige,SE,19831029-1876,+46,082-73 85 13,1983-10-29,True
Ingegerd,Pettersson,Skolvägen 32,Växjö,80855,Sverige,SE,19700521-7102,+46,076-041 18 17,1970-05-21,True
Victoria,Bell,Vega Station 15314,New Stacy,55639,Danmark,DK,19780224-6917,+45,(734)782-3533,1978-02-24,True
Stephen,Hess,Rose Vista 12449,Maryberg,11602,Danmark,DK,19480322-6400,+45,001-318-218-9131,1948-03-22,True
Johan,Hallberg,Järnvägsstigen 8,Nyköping,88474,Sverige,SE,19930909-9453,+46,+46 (0)153 126 94,1993-09-09,True
Leif,Johansson,Parktorget 593,Borås,69699,Sverige,SE,19530415-9084,+46,+46 (0)062 784 93,1953-04-15,True
Anders,Larsson,Skolvägen 7,Karlskrona,18994,Sverige,SE,19741229-2435,+46,08-115 557 72,1974-12-29,True
Christopher,Clark,Douglas Summit 09100,West Ruben,06285,Danmark,DK,19500908-9555,+45,685.533.7240,1950-09-08,True
Anna,Danielsson,Genvägen 22,Trollhättan,48260,Sverige,SE,19861126-7138,+46,0285-432 31,1986-11-26,True
Marjo,Kankaanpää,Kilpolanbulevardi 23,Uusikaarlepyy,21569,Finland,FI,20000906-0645,+358,+358 223152661,2000-09-06,True
Jose,Galloway,Kayla Shore 2344,North Michaelbury,73086,Danmark,DK,19490803-1951,+45,+1-958-442-4420x1404,1949-08-03,True
Joy,Sellers,Nicholas Hill 00550,West Joseph,04815,Danmark,DK,19430731-0855,+45,001-746-854-7242x915,1943-07-31,True
Ruth,Edvardsen,Lundtunet 5A,Martinsen,0801,Norge,NO,19981210-7925,+47,67180543,1998-12-10,True
Stig,Petersson,Nygatan 12,Västerås,25090,Sverige,SE,19670427-3606,+46,0108-57 37 81,1967-04-27,True
Jonathan,Magnusson,Granstigen 883,Örebro,67090,Sverige,SE,19990519-9696,+46,+46 (0)8 971 782 77,1999-05-19,True
Christian,Parrish,Johnson Ranch 52474,New Christina,87416,Danmark,DK,19500409-1397,+45,(338)961-6442x6088,1950-04-09,True
Arild,Nielsen,Mikkelsenhavna 97B,Sverrehavn,1770,Norge,NO,19841110-2510,+47,932 26 560,1984-11-10,True
Per,Svensson,Kyrkgatan 53,Örebro,97268,Sverige,SE,20000516-2685,+46,08-053 453 11,2000-05-16,True
Veronica,Olsson,Industristigen 15,Eskilstuna,28889,Sverige,SE,19610716-7555,+46,08-327 74 21,1961-07-16,True
Uno,Persson,Bäcktorget 7,Luleå,70869,Sverige,SE,19820305-6912,+46,+46 (0)931 985 53,1982-03-05,True
Annikki,Pekkala,Puuskapolku 18,Hattula,03509,Finland,FI,19530512-154S,+358,+358 645810111,1953-05-12,True
Kristian,Taskinen,Ida Ekmanin kuja 3,Muhos,17524,Finland,FI,19480914-503L,+358,086 468 0250,1948-09-14,True
Sara,Jakobsen,Strømgata 00,Juliefjell,5695,Norge,NO,19451105-7427,+47,95 38 12 52,1945-11-05,True
Berit,Eriksson,Stationsgatan 64,Sandviken,30876,Sverige,SE,19400613-1282,+46,0548-394 45,1940-06-13,True
Erik,Månsson,Genvägen 2,Karlstad,38348,Sverige,SE,19720723-6740,+46,030-40 47 83,1972-07-23,True
Jonna,Leppänen,Nils Westermarckin tie 414,Alajärvi,45107,Finland,FI,19551006-1309,+358,+358 328324978,1955-10-06,True
Julia,Edwards,Randy Shore 3909,Foxbury,48179,Danmark,DK,19930611-4726,+45,+1-926-357-3704x530,1993-06-11,True
Anne,Antonsen,Ellingsenskogen 7,Haug,6577,Norge,NO,19871031-2316,+47,985 23 349,1987-10-31,True
Øystein,Bøe,Halvorsensvingen 30D,Magneø,6852,Norge,NO,19720106-4683,+47,74 05 60 28,1972-01-06,True
Henry,Danielsson,Industrivägen 29,Eskilstuna,48453,Sverige,SE,19710404-0225,+46,+46 (0)33 43 80 81,1971-04-04,True
Shawn,Gonzales,Christopher Trace 916,Gilbertmouth,27638,Danmark,DK,19920224-2366,45,001-405-222-8812,1992-02-24,True
Sindre,Haug,Eliassenflata 257,Andersen,9961,Norge,NO,19771202-5999,+47,42250421,1977-12-02,True
Egil,Svendsen,Nguyenstykket 134,Nguyen,4372,Norge,NO,19851102-3672,+47,+4731835838,1985-11-02,True
Rolf,Bengtsson,Kvarnvägen 79,Eskilstuna,81010,Sverige,SE,19700217-6332,+46,0218-872 48,1970-02-17,True
Cecilie,Simonsen,Alistykket 059,Lien,2429,Norge,NO,19400611-6763,+47,95698207,1940-06-11,True
Peter,Hansson,Parkgatan 637,Norrköping,51660,Sverige,SE,19470427-2602,+46,053-439 83 32,1947-04-27,True
Birgitta,Jakobsson,Furuvägen 1,Karlskrona,71870,Sverige,SE,19580520-3949,+46,084-610 53 80,1958-05-20,True
Turid,Bakken,Larsenvika 55,Alexanderstrøm,9480,Norge,NO,19811019-6144,+47,902 48 344,1981-10-19,True
Gösta,Karlsson,Björktorget 664,Kristianstad,20005,Sverige,SE,19730828-2061,+46,08-57 20 38,1973-08-28,True
Tapio,Hytönen,Winqvistinkatu 502,Taivassalo,18774,Finland,FI,19820526-7437,+358,+358 28 4475162,1982-05-26,True
David,Ford,Ray Lane 355,New Stevenfurt,67427,Danmark,DK,19641013-5622,+45,+1-405-756-0039x61788,1964-10-13,True
Marianne,Svendsen,Andresenlia 29E,Greteodden,9442,Norge,NO,19810403-4181,+47,42462510,1981-04-03,True
Karen,Abrahamsen,Gundersenengen 753,Ellingsen,3588,Norge,NO,19461230-9740,+47,29 97 57 78,1946-12-30,True
Daniel,Jönsson,Idrottsvägen 2,Mölndal,38462,Sverige,SE,19930204-0734,+46,+46 (0)8 967 715 51,1993-02-04,True
Kerttu,Kauppinen,Sadebulevardi 494,Sonkajärvi,34637,Finland,FI,19580706-480U,+358,041 657 5678,1958-07-06,True
Mary,Moore,Valdez Divide 82271,Michelleport,66623,Danmark,DK,19921118-0063,+45,+1-959-785-0856x6522,1992-11-18,True
Joel,King,Rebecca Prairie 1594,Montgomeryburgh,61293,Danmark,DK,19440624-8426,+45,832.517.9198,1944-06-24,True
Axel,Palm,Kyrkogränd 6,Borås,67434,Sverige,SE,19551125-5065,+46,+46 (0)06 58 61 33,1955-11-25,True
Pekka,Rauhala,Neulapadonpolku 31,Tuusula,23536,Finland,FI,19400624-015H,+358,(+358) 890877000,1940-06-24,True
Tapani,Taskinen,Maneesipolku 673,Tohmajärvi,75257,Finland,FI,19640426-403C,+358,+358 74 4964901,1964-04-26,True
Wenche,Sivertsen,Myhremyra 6,Gulbrandsen,9424,Norge,NO,19980715-0784,+47,55598694,1998-07-15,True
Johanna,Svensson,Kvarnvägen 37,Umeå,12248,Sverige,SE,19560707-0926,+46,+46 (0)62 45 49 10,1956-07-07,True
Göran,Johansson,Furugatan 700,Norrköping,82017,Sverige,SE,19420528-0530,+46,08-370 93 30,1942-05-28,True
Mathias,Birkeland,Pettersenbråten 1H,Lien,1920,Sverige,NO,19931025-5841,+47,49500627,1993-10-25,True
Anne,Andreassen,Pedersenlyngen 4,Aune,4403,Norge,NO,19820216-3773,+47,+47 81 67 20 44,1982-02-16,True
Erik,Johansson,Bäckgatan 6,Örebro,64836,Sverige,SE,19610603-5309,+46,+46 (0)8 663 726 68,1961-06-03,True
Frode,Larsen,Aasstranda 7,Tangen,5443,Norge,NO,19940815-0556,+47,43688676,1994-08-15,True
Maria,Berntsson,Grangatan 67,Uddevalla,88445,Sverige,SE,19640203-0060,+46,08-488 416 85,1964-02-03,True
Peter,Linder,Aspvägen 745,Lund,44452,Sverige,SE,19940913-4082,+46,0144-407 50,1994-09-13,True
Marie-Louise,Johansson,Skoltorget 30,Göteborg,62246,Sverige,SE,19890406-3003,+46,+46 (0)8 617 899 29,1989-04-06,True
Gunborg,Karlsson,Nygränd 1,Örnsköldsvik,27209,Sverige,SE,19580614-0299,+46,+46 (0)998 070 68,1958-06-14,True
Emma,Ohlsson,Idrottsgatan 85,Varberg,72303,Sverige,SE,19480112-7734,+46,08-587 19 01,1948-01-12,True
Espen,Bøe,Olsensvingen 5B,Kjellhavn,9561,Norge,NO,19510128-8963,+47,+47 50 03 18 03,1951-01-28,True
Kristina,Sjöberg,Fabriksstigen 9,Sandviken,38032,Sverige,SE,19960204-5996,+46,+46 (0)890 256 46,1996-02-04,True
Emil,Strøm,Hansenvollen 12,Olsen,3777,Norge,NO,19431227-4857,+47,83477558,1943-12-27,True
Else,Hagen,Myhreberget 8,Stianø,2556,Norge,NO,19440707-2599,+47,923 47 362,1944-07-07,True
Daniel,Ström,Järnvägsgränd 21,Sandviken,17825,Sverige,SE,19580131-3801,+46,08-134 028 80,1958-01-31,True
Christina,Olsson,Fabriksvägen 654,Växjö,49803,Sverige,SE,19740505-1172,+46,0903-998 78,1974-05-05,True
Randi,Kristoffersen,Vikmarka 153,Jonasøy,1085,Norge,NO,19470915-3680,+47,98424030,1947-09-15,True
Tiffany,Gibson,Catherine Corners 79365,Baileyfurt,28181,Danmark,DK,19690315-0656,+45,244.923.4500x814,1969-03-15,True
Hans,Olsson,Stationsgränd 720,Karlskrona,19203,Sverige,SE,19400520-2211,+46,+46 (0)08 40 38 93,1940-05-20,True
Sheri,Lopez,David Freeway 01666,New Tammy,23857,Danmark,DK,19491019-7941,+45,905-427-4194,1949-10-19,True
Kristina,Lindell,Strandgatan 15,Sundsvall,30834,Sverige,SE,19780712-4240,+46,08-268 814 23,1978-07-12,True
Mikael,Söderlund,Skolgatan 43,Västerås,33400,Sverige,SE,19890209-4820,+46,+46 (0)8 809 548 49,1989-02-09,True
Eva,Eriksson,Ringgatan 58,Lidköping,82569,Sverige,SE,19651031-4134,+46,008-879 98 53,1965-10-31,True
Gustaf,Pålsson,Ringgatan 3,Sundsvall,18611,Sverige,SE,19860513-0754,+46,+46 (0)643 269 34,1986-05-13,True
Maj,Melin,Nygränd 15,Alingsås,62321,Sderige,SE,19600506-5914,+46,0712-915 49,1960-05-06,True
Gösta,Hedlund,Parkgatan 235,Trollhättan,36318,Sverige,SE,19621212-8156,+46,+46 (0)8 638 651 33,1962-12-12,True
Roland,Malmberg,Järnvägsvägen 43,Växjö,55595,Sverige,SE,19770722-1558,+46,08-391 682 39,1977-07-22,True
Tobias,Jakobsson,Backvägen 24,Motala,75756,Sverige,SE,19890311-0609,+46,08-329 153 20,1989-03-11,True
Ulrika,Lindholm,Kyrktorget 294,Västerås,50209,Sverige,SE,19420222-6821,+46,08-27 42 72,1942-02-22,True
Solveig,Næss,Abrahamsenstien 05,Nygård,0728,Norge,NO,19510205-9640,+47,53478971,1951-02-05,True
Hilde,Kristiansen,Hauglandberget 64,Linndal,5195,Norge,NO,19640621-7033,+47,97 63 28 45,1964-06-21,True
Kenneth,Davis,Stephanie Fall 781,Ryanburgh,53206,Danmark,DK,19921112-3570,+45,318.938.0345,1992-11-12,True
Michael,Smith,Lewis Roads 347,Lake Terry,55124,Danmark,DK,19920215-2379,+45,001-258-860-3584x4779,1992-02-15,True
Fredrik,Ekman,Skolvägen 863,Motala,95905,Sverige,SE,19910906-6012,+46,001-852 17 03,1991-09-06,True
Petter,Ali,Simonsenbakken 2,Torillstad,8924,Norge,NO,19931223-7005,+47,71296103,1993-12-23,True
Mark,Taylor,Dillon Forks 2389,Lake Ryan,88969,Danmark,DK,19740219-8789,+45,(684)988-4785,1974-02-19,True
Stacy,Graves,Lawrence Forest 970,Palmerburgh,59630,Danmark,DK,19550529-7419,+45,001-478-514-6446x2980,1955-05-29,True
Sandra,Wong,Wilkinson Park 782,Catherinefurt,87419,Danmark,DK,19890330-8226,+45,740-332-6173x581,1989-03-30,True
Gustaf,Sandberg,Kvarnvägen 3,Karlskoga,39228,Sverige,SE,19910928-8252,+46,08-24 25 55,1991-09-28,True
Emilie,Ruud,Solheimløkka 306,Johansen,8005,Norge,NO,19830614-6627,+47,96005290,1983-06-14,True
Ingrid,Karlsson,Genvägen 23,Gävle,16380,Sverige,SE,19400309-2289,+46,091-99 15 04,1940-03-09,True
Maria,Lundberg,Kyrktorget 43,Stockholm,96229,Sverige,SE,19440614-9656,+46,+46 (0)853 268 06,1944-06-14,True
Louise,Strandberg,Parkgatan 9,Örnsköldsvik,81015,Sverige,SE,19680225-1826,+46,08-91 77 65,1968-02-25,True
Elisabet,Larsson,Industristigen 36,Linköping,57663,Sverige,SE,19751210-4863,+46,0276-91 67 94,1975-12-10,True
Ann-Charlotte,Isaksson,Ringvägen 73,Örnsköldsvik,63998,Sverige,SE,19710227-8982,+46,+46 (0)8 796 246 60,1971-02-27,True
Ann-Mari,Sundin,Bäckgatan 037,Sandviken,69987,Sverige,SE,19690323-3840,+46,067-672 00 86,1969-03-23,True
Erika,Lindström,Stationsvägen 2,Sundsvall,42209,Sverige,SE,19581029-5507,+46,+46 (0)27 68 83 87,1958-10-29,True
Sofia,Johnsson,Parkgatan 4,Sundsvall,19215,Sverige,SE,19520601-6699,+46,+46 (0)465 094 01,1952-06-01,True
Emmi,Ranta,Uurtajanbulevardi 408,Naantali,61474,Finland,FI,19430504-190P,+358,0875539814,1943-05-04,True
Andrea,Johnson,Christina Canyon 96618,Wheelerside,45953,Danmark,DK,19490108-7161,+45,318-355-7498,1949-01-08,True
Linda,Haugland,Johannessenhaugen 73,Moen,1809,Norge,NO,19850907-7986,+47,452 08 862,1985-09-07,True
Anders,Eriksson,Kvarntorget 077,Kristianstad,14720,Sverige,SE,19980606-8510,+46,08-33 53 26,1998-06-06,True
Joshua,Bailey,Robin Alley 90098,West Jennifer,83294,Danmark,DK,19910122-1211,+45,778-638-7758x17912,1991-01-22,True
